,title,population,visiting_status,datetime_of_data,full_address,bop_region,county,judicial_district,gender,zip_code
10362,FCI FLORENCE,1257,Not Suspended,2023-12-22 08:11:56 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10363,USP FLORENCE ADMAX,334,Not Suspended,2023-12-22 08:12:12 PST,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10364,USP FLORENCE - HIGH,962,Not Suspended,2023-12-22 08:12:28 PST,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10365,FCI FORREST CITY MEDIUM,1680,Not Suspended,2023-12-22 08:12:43 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
10366,FCI FORREST CITY LOW,1767,Not Suspended,2023-12-22 08:12:59 PST,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
10367,FCI FORT DIX,3823,Not Suspended,2023-12-22 08:13:14 PST,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male,08640
10368,FMC FORT WORTH,1475,Not Suspended,2023-12-22 08:13:30 PST,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male,76119
10369,FCI GILMER,1691,Not Suspended,2023-12-22 08:13:45 PST,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male,26351
10370,FCI GREENVILLE,1304,Not Suspended,2023-12-22 08:14:01 PST,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female,62246
10371,MDC GUAYNABO,1197,Suspended,2023-12-22 08:14:17 PST,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female,00965
10372,FCI HAZELTON,2046,Suspended,2023-12-22 08:14:32 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female,26525
10373,USP HAZELTON,1495,Not Suspended,2023-12-22 08:14:48 PST,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male,26525
10374,FCI HERLONG,1488,Not Suspended,2023-12-22 08:15:03 PST,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male,96113
10375,FDC HONOLULU,236,Not Suspended,2023-12-22 08:15:19 PST,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female,96819
10376,FDC HOUSTON,726,Not Suspended,2023-12-22 08:15:34 PST,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female,77002
10377,FCI JESUP,1652,Not Suspended,2023-12-22 08:15:50 PST,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male,31599
10378,FCI LA TUNA,757,Not Suspended,2023-12-22 08:16:05 PST,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male,79821
10379,USP LEAVENWORTH,1967,Not Suspended,2023-12-22 08:16:22 PST,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male,66048
10380,USP LEE,1488,Not Suspended,2023-12-22 08:16:38 PST,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male,24277
10381,USP LEWISBURG,971,Not Suspended,2023-12-22 08:16:54 PST,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
10382,FMC LEXINGTON,1282,Not Suspended,2023-12-22 08:17:09 PST,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
10383,FCI LOMPOC,906,Not Suspended,2023-12-22 08:17:24 PST,"3600 GUARD ROAD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
10384,USP LOMPOC,2147,Suspended,2023-12-22 08:17:40 PST,"3901 KLEIN BLVD, LOMPOC, CA 93436",Western Region,SANTA BARBARA,Central California,Male,93436
10385,FCI LORETTO,813,Not Suspended,2023-12-22 08:17:56 PST,"772 SAINT JOSEPH ST., LORETTO, PA 15940",Northeast Region,CAMBRIA,Western Pennsylvania,Male,15940
10386,MDC LOS ANGELES,621,Not Suspended,2023-12-22 08:18:11 PST,"535 N ALAMEDA STREET, LOS ANGELES, CA 90012",Western Region,Los Angeles,Central California,Male and Female,90012
10387,FCI MANCHESTER,1089,Not Suspended,2023-12-22 08:18:27 PST,"805 FOX HOLLOW ROAD, MANCHESTER, KY 40962",Mid-Atlantic Region,Clay,Eastern Kentucky,Male,40962
10388,FCI MARIANNA,1202,Not Suspended,2023-12-22 08:18:42 PST,"3625 FCI ROAD, MARIANNA, FL 32446",Southeast Region,Jackson,Northern Florida,Male and Female,32446
10389,USP MARION,1318,Not Suspended,2023-12-22 08:18:58 PST,"4500 PRISON ROAD, MARION, IL 62959",North Central Region,Williamson,Southern Illinois,Male,62959
10390,USP MCCREARY,1607,Not Suspended,2023-12-22 08:19:13 PST,"330 FEDERAL WAY, PINE KNOT, KY 42635",Mid-Atlantic Region,McCreary,Eastern Kentucky,Male,42635
10391,FCI MCDOWELL,1548,Not Suspended,2023-12-22 08:19:30 PST,"101 FEDERAL DRIVE, WELCH, WV 24801",Mid-Atlantic Region,MCDOWELL,Southern West Virginia,Male,24801
10392,FCI MCKEAN,1129,Not Suspended,2023-12-22 08:19:45 PST,"6975 ROUTE 59, LEWIS RUN, PA 16738",Northeast Region,MCKEAN,Western Pennsylvania,Male,16738
10393,FCI MEMPHIS,1086,Not Suspended,2023-12-22 08:20:01 PST,"1101 JOHN A DENIE ROAD, MEMPHIS, TN 38134",Mid-Atlantic Region,SHELBY,Western Tennessee,Male,38134
10394,FCI MENDOTA,1113,Not Suspended,2023-12-22 08:20:16 PST,"33500 WEST CALIFORNIA AVENUE, MENDOTA, CA 93640",Western Region,FRESNO,Eastern District of California,Male,93640
10395,FCI MIAMI,971,Not Suspended,2023-12-22 08:20:32 PST,"15801 S.W. 137TH AVENUE, MIAMI, FL 33177",Southeast Region,Miami-Dade,Southern Florida,Male,33177
10396,FDC MIAMI,992,Not Suspended,2023-12-22 08:20:47 PST,"33 NE 4TH STREET, MIAMI, FL 33132",Southeast Region,Miami-Dade,Southern Florida,Male and Female,33132
10397,FCI MILAN,1541,Not Suspended,2023-12-22 08:21:03 PST,"4004 EAST ARKONA ROAD, MILAN, MI 48160",North Central Region,WASHTENAW,Eastern Michigan,Male,48160
10398,FPC MONTGOMERY,578,Not Suspended,2023-12-22 08:21:19 PST,"MAXWELL AIR FORCE BASE, MONTGOMERY, AL 36112",Southeast Region,MONTGOMERY,Middle Alabama,Male,36112
10399,FCI MORGANTOWN,446,Not Suspended,2023-12-22 08:21:34 PST,"446 GREENBAG ROAD, ROUTE 857, MORGANTOWN, WV 26501",Mid-Atlantic Region,Monongalia,Northern West Virginia,Male,26501
10400,MCC NEW YORK,0,Suspended,2023-12-22 08:21:49 PST,"150 PARK ROW, NEW YORK, NY 10007",Northeast Region,New York,Southern New York,Male,10007
10401,FCI OAKDALE II,1144,Not Suspended,2023-12-22 08:22:05 PST,"2105 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
10402,FCI OAKDALE I,806,Not Suspended,2023-12-22 08:22:21 PST,"1507 EAST WHATLEY ROAD, OAKDALE, LA 71463",South Central Region,ALLEN,Western Louisiana,Male,71463
10403,FTC OKLAHOMA CITY,1509,Not Suspended,2023-12-22 08:22:36 PST,"7410 S. MACARTHUR BLVD, OKLAHOMA CITY, OK 73169",South Central Region,OKLAHOMA,Western Oklahoma,Male and Female,73169
10404,FCI OTISVILLE,1056,Not Suspended,2023-12-22 08:22:52 PST,"TWO MILE DRIVE, OTISVILLE, NY 10963",Northeast Region,ORANGE,Southern New York,Male,10963
10405,FCI OXFORD,984,Not Suspended,2023-12-22 08:23:08 PST,"COUNTY ROAD G & ELK AVENUE, OXFORD, WI 53952",North Central Region,ADAMS,Western Wisconsin,Male,53952
10406,FCI PEKIN,1284,Not Suspended,2023-12-22 08:23:24 PST,"2600 S. SECOND ST., PEKIN, IL 61554",North Central Region,TAZEWELL,Central Illinois,Male and Female,61554
10407,FPC PENSACOLA,489,Not Suspended,2023-12-22 08:23:39 PST,"110 RABY AVE, PENSACOLA, FL 32509",Southeast Region,ESCAMBIA,Northern Florida,Male,32509
10408,FCI PETERSBURG MEDIUM,1691,Not Suspended,2023-12-22 08:23:55 PST,"1060 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
10409,FCI PETERSBURG LOW,682,Not Suspended,2023-12-22 08:24:10 PST,"1100 RIVER ROAD, HOPEWELL, VA 23860",Mid-Atlantic Region,Hopewell City,Eastern Virginia,Male,23860
10410,FDC PHILADELPHIA,926,Not Suspended,2023-12-22 08:24:26 PST,"700 ARCH STREET, PHILADELPHIA, PA 19106",Northeast Region,Philadelphia,Eastern Pennsylvania,Male and Female,19106
10411,FCI PHOENIX,1161,Not Suspended,2023-12-22 08:24:43 PST,"37900 N 45TH AVE, PHOENIX, AZ 85086",Western Region,Maricopa,Arizona,Male and Female,85086
10412,FCI POLLOCK,1541,Not Suspended,2023-12-22 08:24:59 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,GRANT,Western Louisiana,Male,71467
10413,USP POLLOCK,1040,Not Suspended,2023-12-22 08:25:14 PST,"1000 AIRBASE ROAD, POLLOCK, LA 71467",South Central Region,Grant,Western Louisiana,Male,71467
10414,FCI RAY BROOK,676,Not Suspended,2023-12-22 08:25:30 PST,"128 RAY BROOK ROAD, RAY BROOK, NY 12977",Northeast Region,Essex,Northern New York,Male,12977
10415,FMC ROCHESTER,585,Not Suspended,2023-12-22 08:25:45 PST,"2110 EAST CENTER STREET, ROCHESTER, MN 55904",North Central Region,OLMSTED,Minnesota,Male,55904
10416,FCI SAFFORD,655,Not Suspended,2023-12-22 08:26:01 PST,"1529 WEST HIGHWAY 366, SAFFORD, AZ 85546",Western Region,Graham,Arizona,Male,85546
10417,MCC SAN DIEGO,674,Not Suspended,2023-12-22 08:26:16 PST,"808 UNION STREET, SAN DIEGO, CA 92101",Western Region,San Diego,Southern California,Male and Female,92101
10418,FCI SANDSTONE,1097,Not Suspended,2023-12-22 08:26:34 PST,"2300 COUNTY RD 29, SANDSTONE, MN 55072",North Central Region,Pine,Minnesota,Male,55072
10419,FCI SCHUYLKILL,1020,Suspended,2023-12-22 08:26:49 PST,"INTERSTATE 81 & 901 W, MINERSVILLE, PA 17954",Northeast Region,SCHUYLKILL,Middle Pennsylvania,Male,17954
10420,FCI SEAGOVILLE,1744,Not Suspended,2023-12-22 08:27:05 PST,"2113 NORTH HWY 175, SEAGOVILLE, TX 75159",South Central Region,Dallas,Northern Texas,Male,75159
10421,FDC SEATAC,768,Not Suspended,2023-12-22 08:27:20 PST,"2425 SOUTH 200TH STREET, SEATTLE, WA 98198",Western Region,King,Western Washington,Male and Female,98198
10422,FCI SHERIDAN,1597,Not Suspended,2023-12-22 08:27:35 PST,"27072 BALLSTON ROAD, SHERIDAN, OR 97378",Western Region,YAMHILL,Oregon,Male,97378
10423,MCFP SPRINGFIELD,945,Not Suspended,2023-12-22 08:27:51 PST,"1900 W. SUNSHINE ST, SPRINGFIELD, MO 65807",North Central Region,GREENE,Western Missouri,Male,65807
10424,FCI TALLADEGA,1133,Not Suspended,2023-12-22 08:28:06 PST,"565 EAST RENFROE ROAD, TALLADEGA, AL 35160",Southeast Region,Talladega,Northern Alabama,Male,35160
10425,FCI TALLAHASSEE,941,Not Suspended,2023-12-22 08:28:23 PST,"501 CAPITAL CIRCLE, NE, TALLAHASSEE, FL 32301",Southeast Region,Leon,Northern Florida,Male and Female,32301
10426,FCI TERMINAL ISLAND,925,Not Suspended,2023-12-22 08:28:38 PST,"1299 SEASIDE AVENUE, SAN PEDRO, CA 90731",Western Region,LOS ANGELES,Central California,Male,90731
10427,FCI TERRE HAUTE,1487,Not Suspended,2023-12-22 08:28:53 PST,"4200 BUREAU ROAD NORTH, TERRE HAUTE, IN 47808",North Central Region,VIGO,Southern Indiana,Male,47808
10428,USP TERRE HAUTE,1122,Not Suspended,2023-12-22 08:29:09 PST,"4700 BUREAU ROAD SOUTH, TERRE HAUTE, IN 47802",North Central Region,VIGO,Southern Indiana,Male,47802
10429,FCI TEXARKANA,1225,Not Suspended,2023-12-22 08:29:24 PST,"4001 LEOPARD DRIVE, TEXARKANA, TX 75501",South Central Region,Bowie,Eastern Texas,Male,75501
10430,FCI THOMSON,1594,Not Suspended,2023-12-22 08:29:40 PST,"1100 ONE MILE ROAD, THOMSON, IL 61285",North Central Region,CARROLL,Northern District of Illinois,Male,61285
10431,FCI THREE RIVERS,1293,Suspended,2023-12-22 08:29:56 PST,"US HIGHWAY 72 WEST, THREE RIVERS, TX 78071",South Central Region,Live Oak,Southern Texas,Male,78071
10432,FCI TUCSON,363,Suspended,2023-12-22 08:30:12 PST,"8901 S. WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male and Female,85756
10433,USP TUCSON,1362,Not Suspended,2023-12-22 08:30:27 PST,"9300 SOUTH WILMOT ROAD, TUCSON, AZ 85756",Western Region,PIMA,Arizona,Male,85756
10434,FCI VICTORVILLE MEDIUM I,1658,Not Suspended,2023-12-22 08:30:43 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male and Female,92394
10435,FCI VICTORVILLE MEDIUM II,1469,Not Suspended,2023-12-22 08:30:58 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,SAN BERNARDINO,Central California,Male,92394
10436,USP VICTORVILLE,1262,Suspended,2023-12-22 08:31:14 PST,"13777 AIR EXPRESSWAY BLVD, VICTORVILLE, CA 92394",Western Region,San Bernardino,Central California,Male,92394
10437,FCI WASECA,739,Not Suspended,2023-12-22 08:31:31 PST,"1000 UNIVERSITY DR, SW, WASECA, MN 56093",North Central Region,Waseca,Minnesota,Female,56093
10438,FCI WILLIAMSBURG,1316,Not Suspended,2023-12-22 08:31:47 PST,"8301 HIGHWAY 521, SALTERS, SC 29590",Southeast Region,Williamsburg,South Carolina,Male,29590
10439,FPC YANKTON,430,Not Suspended,2023-12-22 08:32:02 PST,"1016 DOUGLAS AVENUE, YANKTON, SD 57078",North Central Region,Yankton,South Dakota,Male,57078
10440,FCI YAZOO CITY MEDIUM,1384,Not Suspended,2023-12-22 08:32:18 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
10441,FCI YAZOO CITY LOW,1452,Not Suspended,2023-12-22 08:32:33 PST,"2225 HALEY BARBOUR PARKWAY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
10442,USP YAZOO CITY,1508,Not Suspended,2023-12-22 08:32:49 PST,"2225 HALEY BARBOUR PKWY, YAZOO CITY, MS 39194",Southeast Region,YAZOO,Southern Mississippi,Male,39194
10443,FPC ALDERSON,695,Not Suspended,2024-03-27 10:12:19 PDT,"GLEN RAY RD. BOX A, ALDERSON, WV 24910",Mid-Atlantic Region,GREENBRIER,Southern West Virginia,Female,24910
10444,FCI ALICEVILLE,1569,Not Suspended,2024-03-27 10:12:35 PDT,"11070 HIGHWAY 14, ALICEVILLE, AL 35442",Southeast Region,PICKENS,Northern District of Alabama,Female,35442
10445,FCI ALLENWOOD LOW,976,Not Suspended,2024-03-27 10:12:51 PDT,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,UNION,Middle Pennsylvania,Male,17810
10446,FCI ALLENWOOD MEDIUM,1272,Suspended,2024-03-27 10:13:06 PDT,"RT 15, 2 MI N OF ALLENWOOD, WHITE DEER, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
10447,USP ALLENWOOD,282,Not Suspended,2024-03-27 10:13:22 PDT,"RT 15,2 MILES N OF ALLENWOOD, ALLENWOOD, PA 17810",Northeast Region,Union,Middle Pennsylvania,Male,17810
10448,FCI ASHLAND,1300,Not Suspended,2024-03-27 10:13:37 PDT,"ST. ROUTE 716, ASHLAND, KY 41105",Mid-Atlantic Region,BOYD,Eastern Kentucky,Male,41105
10449,USP ATLANTA,1827,Not Suspended,2024-03-27 10:13:53 PDT,"601 MCDONOUGH BLVD SE, ATLANTA, GA 30315",Southeast Region,FULTON,Northern Georgia,Male,30315
10450,USP ATWATER,1155,Not Suspended,2024-03-27 10:14:08 PDT,"1 FEDERAL WAY, ATWATER, CA 95301",Western Region,MERCED,Eastern California,Male,95301
10451,FCI BASTROP,1064,Suspended,2024-03-27 10:14:24 PDT,"1341 HIGHWAY 95 NORTH, BASTROP, TX 78602",South Central Region,Bastrop,Western Texas,Male,78602
10452,FCI BEAUMONT LOW,1982,Not Suspended,2024-03-27 10:14:39 PDT,"5560 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
10453,FCI BEAUMONT MEDIUM,1622,Not Suspended,2024-03-27 10:14:55 PDT,"5830 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
10454,USP BEAUMONT,1197,Not Suspended,2024-03-27 10:15:11 PDT,"6200 KNAUTH ROAD, BEAUMONT, TX 77705",South Central Region,Jefferson,Eastern Texas,Male,77705
10455,FCI BECKLEY,1663,Not Suspended,2024-03-27 10:15:26 PDT,"1600 INDUSTRIAL ROAD, BEAVER, WV 25813",Mid-Atlantic Region,Raleigh,Southern West Virginia,Male,25813
10456,FCI BENNETTSVILLE,1651,Not Suspended,2024-03-27 10:15:42 PDT,"696 MUCKERMAN ROAD, BENNETTSVILLE, SC 29512",Southeast Region,Marlboro,South Carolina,Male,29512
10457,FCI BERLIN,799,Not Suspended,2024-03-27 10:15:57 PDT,"1 SUCCESS LOOP ROAD, BERLIN, NH 03570",Northeast Region,COOS COUNTY,District of New Hampshire,Male,03570
10458,USP BIG SANDY,1318,Suspended,2024-03-27 10:16:13 PDT,"1197 AIRPORT ROAD, INEZ, KY 41224",Mid-Atlantic Region,Martin,Eastern Kentucky,Male,41224
10459,FCI BIG SPRING,1045,Not Suspended,2024-03-27 10:16:28 PDT,"1900 SIMLER AVE, BIG SPRING, TX 79720",South Central Region,HOWARD,Northern Texas,Male,79720
10460,MDC BROOKLYN,1369,Suspended,2024-03-27 10:16:44 PDT,"80 29TH STREET, BROOKLYN, NY 11232",Northeast Region,KINGS,Eastern New York,Male and Female,11232
10461,FPC BRYAN,680,Not Suspended,2024-03-27 10:17:00 PDT,"1100 URSULINE AVENUE, BRYAN, TX 77803",South Central Region,BRAZOS,Southern Texas,Female,77803
10462,FCI BUTNER MEDIUM II,1362,Not Suspended,2024-03-27 10:17:15 PDT,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
10463,FCI BUTNER LOW,941,Not Suspended,2024-03-27 10:17:31 PDT,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
10464,FCI BUTNER MEDIUM I,846,Not Suspended,2024-03-27 10:17:46 PDT,"OLD NC HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,GRANVILLE,Eastern North Carolina,Male,27509
10465,FMC BUTNER,835,Not Suspended,2024-03-27 10:18:02 PDT,"OLD N. CAROLINA HWY 75, BUTNER, NC 27509",Mid-Atlantic Region,Granville,Eastern North Carolina,Male,27509
10466,USP CANAAN,1243,Not Suspended,2024-03-27 10:18:17 PDT,"3057 ERIC J. WILLIAMS, WAYMART, PA 18472",Northeast Region,WAYNE,Middle Pennsylvania,Male,18472
10467,FMC CARSWELL,982,Not Suspended,2024-03-27 10:18:33 PDT,"NAVAL AIR STATION, FORT WORTH, TX 76127",South Central Region,TARRANT,Northern Texas,Female,76127
10468,MCC CHICAGO,519,Not Suspended,2024-03-27 10:18:48 PDT,"71 WEST VAN BUREN STREET, CHICAGO, IL 60605",North Central Region,COOK,Northern Illinois,Male and Female,60605
10469,FCI COLEMAN LOW,2060,Not Suspended,2024-03-27 10:19:04 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10470,FCI COLEMAN MEDIUM,1559,Suspended,2024-03-27 10:19:20 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10471,USP COLEMAN II,1128,Not Suspended,2024-03-27 10:19:35 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10472,USP COLEMAN I,1362,Suspended,2024-03-27 10:19:51 PDT,"846 NE 54TH TERRACE, SUMTERVILLE, FL 33521",Southeast Region,SUMTER,Middle Florida,Male,33521
10473,FCI CUMBERLAND,1046,Not Suspended,2024-03-27 10:20:07 PDT,"14601 BURBRIDGE RD SE, CUMBERLAND, MD 21502",Mid-Atlantic Region,Allegany,Maryland,Male,21502
10474,FCI DANBURY,1082,Not Suspended,2024-03-27 10:20:22 PDT,"33 1/2 PEMBROKE STATION, DANBURY, CT 06811",Northeast Region,FAIRFIELD,Connecticut,Male and Female,06811
10475,FMC DEVENS,919,Not Suspended,2024-03-27 10:20:38 PDT,"42 PATTON ROAD, AYER, MA 01432",Northeast Region,MIDDLESEX,Massachusetts,Male,01432
10476,FCI DUBLIN,639,Not Suspended,2024-03-27 10:20:53 PDT,"5701 8TH ST - CAMP PARKS, DUBLIN, CA 94568",Western Region,Alameda,Northern California,Female,94568
10477,FPC DULUTH,511,Not Suspended,2024-03-27 10:21:08 PDT,"4464 RALSTON DRIVE, DULUTH, MN 55811",North Central Region,SAINT LOUIS,Minnesota,Male,55811
10478,FCI EDGEFIELD,2023,Not Suspended,2024-03-27 10:21:24 PDT,"501 GARY HILL ROAD, EDGEFIELD, SC 29824",Southeast Region,Edgefield,South Carolina,Male,29824
10479,FCI EL RENO,1189,Not Suspended,2024-03-27 10:21:39 PDT,"4205 HIGHWAY 66 WEST, EL RENO, OK 73036",South Central Region,CANADIAN,Western Oklahoma,Male,73036
10480,FCI ELKTON,1840,Not Suspended,2024-03-27 10:21:55 PDT,"8730 SCROGGS ROAD, LISBON, OH 44432",Northeast Region,COLUMBIANA,Northern Ohio,Male,44432
10481,FCI ENGLEWOOD,890,Not Suspended,2024-03-27 10:22:10 PDT,"9595 WEST QUINCY AVENUE, LITTLETON, CO 80123",North Central Region,JEFFERSON,Colorado,Male,80123
10482,FCI ESTILL,65,Not Suspended,2024-03-27 10:22:26 PDT,"100 PRISON ROAD, ESTILL, SC 29918",Southeast Region,HAMPTON,South Carolina,Male,29918
10483,FCI FAIRTON,780,Not Suspended,2024-03-27 10:22:41 PDT,"655 FAIRTON-MILLVILLE ROAD, FAIRTON, NJ 08320",Northeast Region,Cumberland,New Jersey,Male,08320
10484,FCI FLORENCE,1198,Not Suspended,2024-03-27 10:22:57 PDT,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10485,USP FLORENCE ADMAX,327,Not Suspended,2024-03-27 10:23:12 PDT,"5880 HWY 67 SOUTH, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10486,USP FLORENCE - HIGH,893,Not Suspended,2024-03-27 10:23:28 PDT,"5880 HWY 67 S, FLORENCE, CO 81226",North Central Region,Fremont,Colorado,Male,81226
10487,FCI FORREST CITY MEDIUM,1673,Suspended,2024-03-27 10:23:43 PDT,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
10488,FCI FORREST CITY LOW,1786,Not Suspended,2024-03-27 10:23:59 PDT,"1400 DALE BUMPERS ROAD, FORREST CITY, AR 72335",South Central Region,SAINT FRANCIS,Eastern Arkansas,Male,72335
10489,FCI FORT DIX,3917,Not Suspended,2024-03-27 10:24:14 PDT,"5756 HARTFORD &, JOINT BASE MDL, NJ 08640",Northeast Region,BURLINGTON,New Jersey,Male,08640
10490,FMC FORT WORTH,1492,Not Suspended,2024-03-27 10:24:29 PDT,"3150 HORTON ROAD, FORT WORTH, TX 76119",South Central Region,Tarrant,Northern Texas,Male,76119
10491,FCI GILMER,1600,Not Suspended,2024-03-27 10:24:45 PDT,"201 FCI LANE, GLENVILLE, WV 26351",Mid-Atlantic Region,GILMER,Northern West Virginia,Male,26351
10492,FCI GREENVILLE,1297,Not Suspended,2024-03-27 10:25:00 PDT,"100 U.S. HWY 40, GREENVILLE, IL 62246",North Central Region,Bond,Southern Illinois,Male and Female,62246
10493,MDC GUAYNABO,1136,Not Suspended,2024-03-27 10:25:16 PDT,"652 CARRETERA 28, GUAYNABO, PR 00965",Southeast Region,GUAYNABO,"Puerto Rico, U.S. Virgin Islands",Male and Female,00965
10494,FCI HAZELTON,2013,Not Suspended,2024-03-27 10:25:32 PDT,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male and Female,26525
10495,USP HAZELTON,1394,Suspended,2024-03-27 10:25:47 PDT,"1640 SKY VIEW DRIVE, BRUCETON MILLS, WV 26525",Mid-Atlantic Region,PRESTON,Northern District of West Virginia,Male,26525
10496,FCI HERLONG,1391,Suspended,2024-03-27 10:26:03 PDT,"741-925 ACCESS ROAD A-25, HERLONG, CA 96113",Western Region,Lassen,Eastern California,Male,96113
10497,FDC HONOLULU,259,Not Suspended,2024-03-27 10:26:18 PDT,"351 ELLIOTT ST, HONOLULU, HI 96819",Western Region,Honolulu,Hawaii,Male and Female,96819
10498,FDC HOUSTON,706,Not Suspended,2024-03-27 10:26:34 PDT,"1200 TEXAS AVENUE, HOUSTON, TX 77002",South Central Region,Harris,Southern Texas,Male and Female,77002
10499,FCI JESUP,1672,Not Suspended,2024-03-27 10:26:49 PDT,"2600 HIGHWAY 301 SOUTH, JESUP, GA 31599",Southeast Region,,Southern Georgia,Male,31599
10500,FCI LA TUNA,660,Not Suspended,2024-03-27 10:27:05 PDT,"8500 DONIPHAN ROAD, ANTHONY, TX 79821",South Central Region,EL PASO,Western Texas,Male,79821
10501,USP LEAVENWORTH,1819,Suspended,2024-03-27 10:27:20 PDT,"1300 METROPOLITAN, LEAVENWORTH, KS 66048",North Central Region,Leavenworth,Kansas,Male,66048
10502,USP LEE,1368,Not Suspended,2024-03-27 10:27:36 PDT,"LEE COUNTY INDUSTRIAL PARK, PENNINGTON GAP, VA 24277",Mid-Atlantic Region,Lee,Western Virginia,Male,24277
10503,USP LEWISBURG,1043,Not Suspended,2024-03-27 10:27:51 PDT,"2400 ROBERT F. MILLER DRIVE, LEWISBURG, PA 17837",Northeast Region,UNION,Middle Pennsylvania,Male,17837
10504,FMC LEXINGTON,1224,Not Suspended,2024-03-27 10:28:07 PDT,"3301 LEESTOWN ROAD, LEXINGTON, KY 40511",Mid-Atlantic Region,Fayette,Eastern Kentucky,Male and Female,40511
